0.1,,,,,,,,,,,,,,,,,,,90780.22656
0.2,,,,,,,,,,,,,,,,,,,90742.07031
0.3,,,,,,,,,,,,,,,,,,,90628.28906
0.4,,,,,,,,,,,,,,,,,,,90736.1875
0.5,,,,,,,,,,,,,,,,,,,90659.75781
0.6,,,,,,,,,,,,,,,,,,,90599.10156
0.7,,,,,,,,,,,,,,,,,,,90837.10156
0.8,,,,,,,,,,,,,,,,,,,90723.90625
0.9,,,,,,,,,,,,,,,,,,,90760.10156
1,,,,,,,,,,,,,,,,,,,90860.20313
1.1,,,,,,,,,,,,,,,,,,,90773.42969
1.2,,,,,,,,,,,,,,,,,,,90831.92188
1.3,,,,,,,,,,,,,,,,,,,90700.3125
1.4,,,,,,,,,,,,,,,,,,,90761.96875
1.5,,,,,,,,,,,,,,,,,,,90800.21094
1.6,,,,,,,,,,,,,,,,,,,90833.54688
1.7,,,,,,,,,,,,,,,,,,,90717.46094
1.8,,,,,,,,,,,,,,,,,,,90750.11719
1.9,,,,,,,,,,,,,,,,,,,90506.64844
2,,,,,,,,,,,,,,,,,,,90759.07031
2.1,,,,,,,,,,,,,,,,,,,90635.10156
2.2,,,,,,,,,,,,,,,,,,,90859.36719
2.3,,,,,,,,,,,,,,,,,,,90639.44531
2.4,,,,,,,,,,,,,,,,,,,90709.42188
2.5,,,,,,,,,,,,,,,,,,,90723.88281
2.6,,,,,,,,,,,,,,,,,,,90681.32813
2.7,,,,,,,,,,,,,,,,,,,90656.63281
2.8,,,,,,,,,,,,,,,,,,,90593.38281
2.9,,,,,,,,,,,,,,,,,,,90587.21094
3,,,,,,,,,,,,,,,,,,,90640.41406
3.1,,,,,,,,,,,,,,,,,,,90605.32813
3.2,,,,,,,,,,,,,,,,,,,90599.25
3.3,,,,,,,,,,,,,,,,,,,90769.07031
3.4,,,,,,,,,,,,,,,,,,,90558.85156
3.5,,,,,,,,,,,,,,,,,,,90755.42969
3.6,,,,,,,,,,,,,,,,,,,90718.32813
3.7,,,,,,,,,,,,,,,,,,,90600.88281
3.8,,,,,,,,,,,,,,,,,,,90700.80469
3.9,,,,,,,,,,,,,,,,,,,90691.90625
4,,,,,,,,,,,,,,,,,,,90462.34375
4.1,,,,,,,,,,,,,,,,,,,90528.86719
4.2,,,,,,,,,,,,,,,,,,,90565.38281
4.3,,,,,,,,,,,,,,,,,,,90517.22656
4.4,,,,,,,,,,,,,,,,,,,90688.28906
4.5,,,,,,,,,,,,,,,,,,,90563.69531
4.6,,,,,,,,,,,,,,,,,,,90678.27344
4.7,,,,,,,,,,,,,,,,,,,90683.22656
4.8,,,,,,,,,,,,,,,,,,,90673.05469
4.9,,,,,,,,,,,,,,,,,,,90743.40625
5,,,,,,,,,,,,,,,,,,,90561.44531
5.1,,,,,,,,,,,,,,,,,,,90839.60156
5.2,,,,,,,,,,,,,,,,,,,90786.39063
5.3,,,,,,,,,,,,,,,,,,,90645.38281
5.4,,,,,,,,,,,,,,,,,,,90560.46875
5.5,,,,,,,,,,,,,,,,,,,90668.875
5.6,,,,,,,,,,,,,,,,,,,90578.92969
5.7,,,,,,,,,,,,,,,,,,,90754.78906
5.8,,,,,,,,,,,,,,,,,,,90583.69531
5.9,,,,,,,,,,,,,,,,,,,90736.64844
6,,,,,,,,,,,,,,,,,,,90692.75781
6.1,,,,,,,,,,,,,,,,,,,90532.73438
6.2,,,,,,,,,,,,,,,,,,,90680.51563
6.3,,,,,,,,,,,,,,,,,,,90677.33594
6.4,,,,,,,,,,,,,,,,,,,90790.05469
6.5,,,,,,,,,,,,,,,,,,,90688.48438
