Time,Conc.1,Conc.2,Conc.3,Conc.4,BF1,BF2,BF3,BF4,TS,Ite3 Conc.1,Ite3 Conc.2,Ite3 Conc.3,Ite3 Conc.4,Ite3 BF1,Ite3 BF2,Ite3 BF3,Ite3 BF4,Ite3 TS,Averaged Signal,QCL Voltage,Device Temp.,Board Temp.,Peltier Temp.,Peltier Current,Peltier Voltage,Cell Temp.,TCS Temp.,Air Press.,Cell Press.,Preamp Temp,Averaged Zero,Temp. Shift,Residual,Setting Param.,Ite.Nm1 Conc.1,Ite.Nm2 Conc.1,Amp Adjust, TCS Cell Press,FPGA Temp.
0.1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290203.03125,9.213374,35.597576,38.080078,25.019365,0.32064,0.467613,0,0,0,0.015526,26.296515,5198286,0,0,12.000004,0,0,0,0,56.476227
0.2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290208.625,9.213374,35.597576,38.080078,25.019365,0.32064,0.467613,0,0,0,0.015946,26.297812,5198225,0,0,25,0,0,0,0,56.722309
0.3,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290190.375,9.209713,35.601124,38.083725,25.020472,0.319569,0.467308,0,0,0,0.016051,26.297413,5198128,0,0,100,0,0,0,0,56.353188
0.4,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290176.53125,9.211684,35.59935,38.091022,24.993914,0.320373,0.466392,0,0,0,0.015579,26.297911,5197903,0,0,1,0,0,0,0,56.476227
0.5,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290176.375,9.222386,35.588715,38.100147,24.97621,0.319168,0.467155,0,0,0,0.015683,26.297215,5197864,0,0,5,0,0,0,0,56.476227
0.6,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290177.46875,9.225485,35.595806,38.076431,24.982849,0.320239,0.467613,0,0,0,0.015946,26.297113,5198088,0,0,1,0,0,0,0,56.230145
0.7,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290174.46875,9.212811,35.586941,38.089199,25.071377,0.320239,0.466392,0,0,0,0.015631,26.297064,5197892,0,0,0,0,0,0,0,56.845348
0.8,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290170.59375,9.208868,35.590488,38.083725,25.003874,0.320105,0.467002,0,0,0,0.015788,26.29796,5198181,0,0,0,0,0,0,0,56.107105
0.9,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290163.125,9.211121,35.581623,38.094673,25.032644,0.319569,0.46746,0,0,0,0.015841,26.296415,5198158,0,0,0,0,0,0,0,56.353188
1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290172.0625,9.209149,35.585171,38.085552,25.008299,0.320239,0.467308,0,0,0,0.015631,26.297462,5197956,0,0,0,0,0,0,0,56.722309
1.1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290164.625,9.215627,35.574535,38.087376,25.012726,0.319971,0.466239,0,0,0,0.015683,26.297762,5198085,0,0,0,0,0,0,0,56.845348
1.2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290164.4375,9.211966,35.581623,38.09832,25.029325,0.320373,0.467155,0,0,0,0.015474,26.297512,5198095,0,0,0,0,0,0,0,56.476227
1.3,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290156.9375,9.213937,35.579853,38.096497,24.993914,0.320239,0.466087,0,0,0,0.015736,26.296616,5198102,0,0,0,0,0,0,0,56.107105
1.4,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290148.71875,9.22464,35.569218,38.09832,25.019365,0.32064,0.466545,0,0,0,0.015736,26.297163,5198378,0,0,0,0,0,0,0,56.476227
1.5,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290156.625,9.220978,35.579853,38.089199,25.053671,0.319703,0.466697,0,0,0,0.015474,26.295967,5198078,0,0,0,0,0,0,0,56.599266
1.6,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290162.375,9.210276,35.56213,38.096497,25.003874,0.320239,0.46685,0,0,0,0.015579,26.296915,5198275,0,0,0,0,0,0,0,56.353188
1.7,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290153.25,9.22295,35.576305,38.092846,25.055883,0.320506,0.466239,0,0,0,0.015946,26.29567,5197948,0,0,0,0,0,0,0,56.599266
1.8,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290162.75,9.2145,35.5639,38.091022,25.049244,0.319302,0.466087,0,0,0,0.015631,26.29567,5198305,0,0,0,0,0,0,0,56.353188
1.9,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290166.90625,9.21619,35.578079,38.087376,25.021578,0.319971,0.466697,0,0,0,0.015788,26.294573,5198175,0,0,0,0,0,0,0,56.353188
2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290181.84375,9.212529,35.560356,38.101971,24.97621,0.321042,0.467155,0,0,0,0.015736,26.294672,5198295,0,0,0,0,0,0,0,56.845348
2.1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,290202.03125,9.212247,35.560356,38.085552,25.042604,0.320774,0.468528,0,0,0,0.015526,26.294823,5198226,0,0,0,0,0,0,0,56.476227
