Time,Conc.1,Conc.2,Conc.3,Conc.4,BF1,BF2,BF3,BF4,TS,Ite3 Conc.1,Ite3 Conc.2,Ite3 Conc.3,Ite3 Conc.4,Ite3 BF1,Ite3 BF2,Ite3 BF3,Ite3 BF4,Ite3 TS,Averaged Signal,QCL Voltage,Device Temp.,Board Temp.,Peltier Temp.,Peltier Current,Peltier Voltage,Cell Temp.,TCS Temp.,Air Press.,Cell Press.,Preamp Temp,Averaged Zero,Temp. Shift,Residual,Setting Param.,Ite.Nm1 Conc.1,Ite.Nm2 Conc.1,Amp Adjust, TCS Cell Press,FPGA Temp.
0.1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27867.73633,9.211684,36.238567,38.477066,25.030432,0.328404,0.485466,0,0,0,0.015683,25.230665,5151331,0,0,12.000004,0,0,0,0,55.984062
0.2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27873.72266,9.223231,36.242142,38.471561,25.022684,0.328002,0.484398,0,0,0,0.016208,25.22933,5151450,0,0,25,0,0,0,0,55.614941
0.3,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27873.12305,9.211684,36.236778,38.488075,24.943014,0.328404,0.483482,0,0,0,0.015526,25.229975,5151322,0,0,100,0,0,0,0,55.737984
0.4,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27882.18555,9.211684,36.224262,38.477066,25.05035,0.328939,0.48455,0,0,0,0.015474,25.230417,5151480,0,0,1,0,0,0,0,55.614941
0.5,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27882.75586,9.211121,36.236778,38.480736,25.009405,0.327868,0.484703,0,0,0,0.015264,25.230616,5151431,0,0,5,0,0,0,0,55.368858
0.6,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27886.17383,9.213655,36.227837,38.469727,25.007193,0.328136,0.483787,0,0,0,0.015893,25.230616,5151571,0,0,1,0,0,0,0,55.491901
0.7,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27891.19727,9.212247,36.227837,38.466057,25.039284,0.328136,0.483787,0,0,0,0.015946,25.230516,5151438,0,0,0,0,0,0,0,55.491901
0.8,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27902.87695,9.212529,36.213531,38.484406,25.053671,0.327199,0.484245,0,0,0,0.015841,25.23032,5151611,0,0,0,0,0,0,0,55.861023
0.9,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27914.96484,9.210839,36.227837,38.478901,25.055883,0.327065,0.48333,0,0,0,0.015893,25.230862,5151493,0,0,0,0,0,0,0,55.491901
1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27915.11914,9.215909,36.227837,38.482571,24.986168,0.329341,0.483482,0,0,0,0.015736,25.229727,5151448,0,0,0,0,0,0,0,55.614941
1.1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27922.50586,9.223795,36.222473,38.467892,25.006086,0.327734,0.483177,0,0,0,0.015683,25.230417,5151310,0,0,0,0,0,0,0,55.737984
1.2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27913.74414,9.220696,36.224262,38.48991,25.039284,0.327734,0.483635,0,0,0,0.015683,25.231407,5151494,0,0,0,0,0,0,0,55.12278
1.3,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27927.91406,9.213092,36.224262,38.48624,24.973997,0.327065,0.483635,0,0,0,0.015316,25.230665,5151398,0,0,0,0,0,0,0,55.491901
1.4,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27928.29883,9.212529,36.208172,38.477066,25.00498,0.327868,0.484398,0,0,0,0.015893,25.231358,5151434,0,0,0,0,0,0,0,55.491901
1.5,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27934.85938,9.209149,36.201019,38.467892,25.020472,0.327734,0.483177,0,0,0,0.015631,25.231556,5151289,0,0,0,0,0,0,0,55.491901
1.6,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27945.57422,9.216472,36.206383,38.480736,25.037071,0.3276,0.483177,0,0,0,0.015736,25.230913,5151615,0,0,0,0,0,0,0,55.491901
1.7,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27944.46289,9.212811,36.199234,38.482571,25.048138,0.326931,0.482872,0,0,0,0.015526,25.232346,5151842,0,0,0,0,0,0,0,55.491901
1.8,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27949.19922,9.2145,36.209957,38.469727,24.967358,0.3276,0.482567,0,0,0,0.015946,25.231705,5151943,0,0,0,0,0,0,0,54.999737
1.9,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27955.84961,9.217035,36.193871,38.493584,25.027111,0.328537,0.482872,0,0,0,0.015369,25.231802,5151423,0,0,0,0,0,0,0,56.107105
2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27956.87109,9.212247,36.199234,38.475231,25.000553,0.328002,0.483787,0,0,0,0.015893,25.230417,5151569,0,0,0,0,0,0,0,55.368858
2.1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27961.03516,9.212247,36.201019,38.48991,25.021578,0.32653,0.482109,0,0,0,0.015526,25.231556,5151733,0,0,0,0,0,0,0,55.614941
2.2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27960.08398,9.211966,36.183147,38.482571,24.970676,0.328002,0.481651,0,0,0,0.015683,25.23106,5151745,0,0,0,0,0,0,0,54.999737
2.3,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27964.02734,9.210557,36.193871,38.473396,24.990595,0.327199,0.483177,0,0,0,0.015369,25.230913,5151669,0,0,0,0,0,0,0,55.368858
2.4,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27969.43359,9.214782,36.186722,38.48624,25.001659,0.328002,0.482567,0,0,0,0.015893,25.231653,5151599,0,0,0,0,0,0,0,55.984062
2.5,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27976.56445,9.22464,36.183147,38.491749,25.033751,0.327734,0.482719,0,0,0,0.015579,25.229578,5151496,0,0,0,0,0,0,0,55.368858
2.6,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27989.5918,9.212529,36.183147,38.478901,25.038177,0.32586,0.483024,0,0,0,0.015579,25.230566,5151515,0,0,0,0,0,0,0,55.491901
2.7,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27992.67773,9.213655,36.176003,38.466057,25.045923,0.327467,0.482719,0,0,0,0.015264,25.230862,5151651,0,0,0,0,0,0,0,55.861023
2.8,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27989.86133,9.217599,36.192085,38.480736,25.009405,0.326931,0.482719,0,0,0,0.015579,25.231604,5151654,0,0,0,0,0,0,0,55.737984
2.9,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27997.60938,9.216472,36.176003,38.482571,24.983955,0.326128,0.483635,0,0,0,0.015946,25.230963,5151449,0,0,0,0,0,0,0,55.245819
3,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,28001.83203,9.223231,36.184937,38.484406,25.026005,0.326797,0.482109,0,0,0,0.015106,25.231258,5151855,0,0,0,0,0,0,0,55.861023
3.1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,27998.33594,9.218725,36.167068,38.478901,25.059204,0.326797,0.483024,0,0,0,0.015788,25.230913,5151807,0,0,0,0,0,0,0,55.984062
3.2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,28012.89844,9.211121,36.168854,38.477066,25.002766,0.327333,0.482261,0,0,0,0.015211,25.231358,5151584,0,0,0,0,0,0,0,55.737984
3.3,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,28010.7207,9.215345,36.15992,38.480736,25.038177,0.326664,0.482719,0,0,0,0.016155,25.229479,5151641,0,0,0,0,0,0,0,55.368858
3.4,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,28021.33203,9.213374,36.15992,38.469727,25.023792,0.3276,0.482261,0,0,0,0.015579,25.232149,5151709,0,0,0,0,0,0,0,55.12278
