Time,Conc.1,Conc.2,Conc.3,Conc.4,BF1,BF2,BF3,BF4,TS,Ite3 Conc.1,Ite3 Conc.2,Ite3 Conc.3,Ite3 Conc.4,Ite3 BF1,Ite3 BF2,Ite3 BF3,Ite3 BF4,Ite3 TS,Averaged Signal,QCL Voltage,Device Temp.,Board Temp.,Peltier Temp.,Peltier Current,Peltier Voltage,Cell Temp.,TCS Temp.,Air Press.,Cell Press.,Preamp Temp,Averaged Zero,Temp. Shift,Residual,Setting Param.,Ite.Nm1 Conc.1,Ite.Nm2 Conc.1,Amp Adjust, TCS Cell Press,FPGA Temp.
0.1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,423810.0938,9.218725,32.279331,34.780815,25.04039,0.27928,0.380484,0,0,0,0.015946,26.004587,5197155,0,0,12.000001,0,0,0,0,55.861023
0.2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,423823.75,9.211966,32.27253,34.793007,25.003874,0.278745,0.381247,0,0,0,0.015631,26.004389,5197372,0,0,25,0,0,0,0,56.230145
0.3,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,423840.375,9.220415,32.269127,34.772106,25.053671,0.279816,0.382467,0,0,0,0.016051,26.005484,5197194,0,0,100,0,0,0,0,56.599266
0.4,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,423856.6875,9.213374,32.270828,34.770363,25.044817,0.278209,0.38201,0,0,0,0.015421,26.004688,5197137,0,0,1,0,0,0,0,55.984062
0.5,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,423866.9063,9.211402,32.275932,34.796494,25.021578,0.279146,0.381552,0,0,0,0.015526,26.003593,5197237,0,0,5,0,0,0,0,56.107105
0.6,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,423884.5625,9.210839,32.267426,34.775589,25.027111,0.279013,0.381247,0,0,0,0.015788,26.003546,5197375,0,0,1,0,0,0,0,56.599266
0.7,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,423889.6563,9.223231,32.277634,34.793007,25.049244,0.279548,0.380941,0,0,0,0.015736,26.00444,5197443,0,0,0,0,0,0,0,55.737984
0.8,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,423892.4375,9.219289,32.27253,34.773846,25.045923,0.27928,0.381094,0,0,0,0.015316,26.004887,5197383,0,0,0,0,0,0,0,55.984062
0.9,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,423902.1875,9.219007,32.275932,34.784298,25.038177,0.279682,0.380484,0,0,0,0.015946,26.004986,5197325,0,0,0,0,0,0,0,55.368858
1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,423900.8438,9.220415,32.274231,34.784298,25.053671,0.279682,0.382315,0,0,0,0.015893,26.004091,5197224,0,0,0,0,0,0,0,56.107105
